2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Brinches
0,92.4
1093,1080,1066,1053,1039,1028,1017,1006,995,985,974,963,952,941,930
136417.3,140521.02,219002.44,158183.22,153599.48,127390.3,146085.0,146012.05,136719.63,126041.75,161425.27,132449.88,131930.54,117055.2,132468.48
Pias
0,163.86
2926,2907,2889,2870,2852,2821,2790,2759,2728,2697,2666,2635,2604,2573,2542
300570.9,303647.76,325211.15,277067.91,297705.45,244132.17,246167.58,231114.55,258270.43,271205.18,264341.96,270673.99,296148.93,280196.13,300089.02
União das Freguesias de Serpa (Salvador e Santa Maria)
1,443.73
6365,6332,6299,6266,6233,6170,6107,6043,5980,5917,5854,5791,5727,5664,5601
534344.27,481204.41,414161.1,518641.15,500473.69,427053.95,406404.73,341060.28,355832.27,328039.78,417798.11,353855.66,359872.63,348924.45,343662.48
União das Freguesias de Vila Nova de São Bento e Vale de Vargo
1,300.25
4225,4179,4133,4087,4040,3980,3919,3859,3798,3738,3677,3617,3556,3496,3435
524150.21,545876.55,539841.48,502791.58,440129.12,425354.46,451989.43,418034.69,442808.08,401536.79,451066.68,383963.4,381326.24,404456.81,428734.35
